date,var,source_key,仓库编号,仓库简称,品牌,仓单数量,当日增减,有效预报,升贴水,仓单数量(完税),仓单数量(保税)
2020-05-21,TA,PTA,,,逸盛大化,,0,,,4734,0
2020-05-21,TA,PTA,小计,,,,0,0,,10086,0
2020-05-21,TA,PTA,0524,恒力石化（厂库）,恒力石化,,0,,0,8000,0
2020-05-21,TA,PTA,小计,,,,0,0,,8000,0
2020-05-21,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,8000,0
2020-05-21,TA,PTA,小计,,,,0,0,,8000,0
2020-05-21,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,3204,0
2020-05-21,TA,PTA,小计,,,,0,396,,3204,0
2020-05-21,TA,PTA,0530,华润化学,恒力石化,,0,,0,1002,0
2020-05-21,TA,PTA,,,江阴汉邦,,0,,,2068,0
2020-05-21,TA,PTA,小计,,,,0,0,,3070,0
2020-05-21,TA,PTA,0531,嘉兴海陆,福海创,,0,,0,216,0
2020-05-21,TA,PTA,,,海南逸盛,,0,,,3504,0
2020-05-21,TA,PTA,,,恒力石化,,0,,,1530,0
2020-05-21,TA,PTA,,,逸盛大化,,0,,,1716,0
2020-05-21,TA,PTA,小计,,,,0,108,,6966,0
2020-05-21,TA,PTA,0532,建发物流,海南逸盛,,0,,0,1731,0
2020-05-21,TA,PTA,,,恒力石化,,0,,,20265,0
2020-05-21,TA,PTA,,,逸盛大化,,0,,,416,0
2020-05-21,TA,PTA,小计,,,,0,1473,,22412,0
2020-05-21,TA,PTA,0533,嘉港物流,福海创,,0,,0,1500,0
2020-05-21,TA,PTA,,,海南逸盛,,0,,,4104,0
2020-05-21,TA,PTA,,,恒力石化,,0,,,2400,0
2020-05-21,TA,PTA,小计,,,,0,0,,8004,0
2020-05-21,TA,PTA,0534,福建金纶,福海创,,0,,0,6780,0
2020-05-21,TA,PTA,小计,,,,0,0,,6780,0
2020-05-21,TA,PTA,0535,福化工贸(厂库),,,0,,0,0,0
2020-05-21,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2020-05-21,TA,PTA,总计,,,,0,8100,,235017,0
2020-05-22,TA,PTA,0314,江阴协丰,虹港石化,,0,,0,50,0
2020-05-22,TA,PTA,,,江阴汉邦,,0,,,3465,0
2020-05-22,TA,PTA,小计,,,,0,0,,3515,0
2020-05-22,TA,PTA,0503,太仓新港,恒力石化,,0,,0,13218,0
2020-05-22,TA,PTA,,,逸盛大化,,0,,,2820,0
2020-05-22,TA,PTA,小计,,,,0,1003,,16038,0
2020-05-22,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,1408,0
2020-05-22,TA,PTA,,,江阴汉邦,,0,,,3786,0
2020-05-22,TA,PTA,,,逸盛大化,,0,,,4408,0
2020-05-22,TA,PTA,小计,,,,0,0,,9602,0
2020-05-22,TA,PTA,0505,杭州临港物流,恒力石化,,0,,0,5565,0
2020-05-22,TA,PTA,,,利万新材料,,0,,,2541,0
2020-05-22,TA,PTA,,,逸盛大化,,0,,,798,0
2020-05-22,TA,PTA,小计,,,,0,1601,,8904,0
2020-05-22,TA,PTA,0506,宁波高新,利万新材料,,0,,-20,407,0
2020-05-22,TA,PTA,,,宁波台化,,0,,,198,0
2020-05-22,TA,PTA,小计,,,,0,110,,605,0
2020-05-22,TA,PTA,0508,平湖华瑞,福海创,,0,,0,5580,0
2020-05-22,TA,PTA,,,海南逸盛,,0,,,5244,0
2020-05-22,TA,PTA,,,恒力石化,,204,,,16612,0
2020-05-22,TA,PTA,,,亚东石化,,0,,,408,0
2020-05-22,TA,PTA,,,逸盛大化,,0,,,5638,0
2020-05-22,TA,PTA,小计,,,,204,3255,,33482,0
2020-05-22,TA,PTA,0509,张家港港务,,,0,,0,0,0
2020-05-22,TA,PTA,0513,嘉兴石化,嘉兴石化,,0,,0,4950,0
2020-05-22,TA,PTA,小计,,,,0,0,,4950,0
2020-05-22,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,42000,0
2020-05-22,TA,PTA,小计,,,,0,0,,42000,0
2020-05-22,TA,PTA,0515,海伦石化,海伦石化,,0,,0,990,0
2020-05-22,TA,PTA,,,江阴汉邦,,0,,,1356,0
2020-05-22,TA,PTA,小计,,,,0,864,,2346,0
2020-05-22,TA,PTA,0516,张家港外服,恒力石化,,0,,0,5500,0
2020-05-22,TA,PTA,,,江阴汉邦,,0,,,8520,0
2020-05-22,TA,PTA,,,蓬威石化,,-6,,,729,0
2020-05-22,TA,PTA,,,逸盛大化,,0,,,14502,0
2020-05-22,TA,PTA,小计,,,,-6,0,,29251,0
2020-05-22,TA,PTA,0517,逸盛石化(厂库),逸盛石化,,0,,-20,8000,0
2020-05-22,TA,PTA,小计,,,,0,0,,8000,0
2020-05-22,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2020-05-22,TA,PTA,0523,苏州港口,江阴汉邦,,0,,0,5352,0
2020-05-22,TA,PTA,,,逸盛大化,,0,,,4734,0
2020-05-22,TA,PTA,小计,,,,0,0,,10086,0
2020-05-22,TA,PTA,0524,恒力石化（厂库）,恒力石化,,0,,0,8000,0
2020-05-22,TA,PTA,小计,,,,0,0,,8000,0
2020-05-22,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,8000,0
2020-05-22,TA,PTA,小计,,,,0,0,,8000,0
2020-05-22,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,3204,0
2020-05-22,TA,PTA,小计,,,,0,396,,3204,0
2020-05-22,TA,PTA,0530,华润化学,恒力石化,,0,,0,1002,0
2020-05-22,TA,PTA,,,江阴汉邦,,-648,,,1420,0
2020-05-22,TA,PTA,小计,,,,-648,0,,2422,0
2020-05-22,TA,PTA,0531,嘉兴海陆,福海创,,0,,0,216,0
2020-05-22,TA,PTA,,,海南逸盛,,0,,,3504,0
2020-05-22,TA,PTA,,,恒力石化,,0,,,1530,0
2020-05-22,TA,PTA,,,逸盛大化,,0,,,1716,0
2020-05-22,TA,PTA,小计,,,,0,108,,6966,0
2020-05-22,TA,PTA,0532,建发物流,海南逸盛,,0,,0,1731,0
2020-05-22,TA,PTA,,,恒力石化,,0,,,20265,0
2020-05-22,TA,PTA,,,逸盛大化,,0,,,416,0
2020-05-22,TA,PTA,小计,,,,0,1473,,22412,0
2020-05-22,TA,PTA,0533,嘉港物流,福海创,,0,,0,1500,0
2020-05-22,TA,PTA,,,海南逸盛,,0,,,4104,0
2020-05-22,TA,PTA,,,恒力石化,,0,,,2400,0
2020-05-22,TA,PTA,小计,,,,0,0,,8004,0
2020-05-22,TA,PTA,0534,福建金纶,福海创,,0,,0,6780,0
2020-05-22,TA,PTA,小计,,,,0,0,,6780,0
2020-05-22,TA,PTA,0535,福化工贸(厂库),,,0,,0,0,0
2020-05-22,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2020-05-22,TA,PTA,总计,,,,-450,8810,,234567,0
2020-05-25,TA,PTA,0314,江阴协丰,虹港石化,,0,,0,50,0
2020-05-25,TA,PTA,,,江阴汉邦,,0,,,3465,0
2020-05-25,TA,PTA,小计,,,,0,0,,3515,0
2020-05-25,TA,PTA,0503,太仓新港,恒力石化,,0,,0,13218,0
2020-05-25,TA,PTA,,,逸盛大化,,0,,,2820,0
2020-05-25,TA,PTA,小计,,,,0,1003,,16038,0
2020-05-25,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,1408,0
2020-05-25,TA,PTA,,,江阴汉邦,,0,,,3786,0
2020-05-25,TA,PTA,,,逸盛大化,,0,,,4408,0
2020-05-25,TA,PTA,小计,,,,0,0,,9602,0
2020-05-25,TA,PTA,0505,杭州临港物流,恒力石化,,0,,0,5565,0
2020-05-25,TA,PTA,,,利万新材料,,0,,,2541,0
2020-05-25,TA,PTA,,,逸盛大化,,0,,,798,0
2020-05-25,TA,PTA,小计,,,,0,1601,,8904,0
2020-05-25,TA,PTA,0506,宁波高新,利万新材料,,0,,-20,407,0
2020-05-25,TA,PTA,,,宁波台化,,0,,,198,0
2020-05-25,TA,PTA,小计,,,,0,110,,605,0
2020-05-25,TA,PTA,0508,平湖华瑞,福海创,,0,,0,5580,0
2020-05-25,TA,PTA,,,海南逸盛,,0,,,5244,0
2020-05-25,TA,PTA,,,恒力石化,,200,,,16812,0
2020-05-25,TA,PTA,,,亚东石化,,0,,,408,0
2020-05-25,TA,PTA,,,逸盛大化,,0,,,5638,0
2020-05-25,TA,PTA,小计,,,,200,3055,,33682,0
2020-05-25,TA,PTA,0509,张家港港务,,,0,,0,0,0
2020-05-25,TA,PTA,0513,嘉兴石化,嘉兴石化,,0,,0,4950,0
2020-05-25,TA,PTA,小计,,,,0,0,,4950,0
2020-05-25,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,42000,0
2020-05-25,TA,PTA,小计,,,,0,0,,42000,0
2020-05-25,TA,PTA,0515,海伦石化,海伦石化,,0,,0,990,0
2020-05-25,TA,PTA,,,江阴汉邦,,0,,,1356,0
2020-05-25,TA,PTA,小计,,,,0,864,,2346,0
2020-05-25,TA,PTA,0516,张家港外服,恒力石化,,0,,0,5500,0
2020-05-25,TA,PTA,,,江阴汉邦,,0,,,8520,0
2020-05-25,TA,PTA,,,蓬威石化,,0,,,729,0
2020-05-25,TA,PTA,,,逸盛大化,,0,,,14502,0
2020-05-25,TA,PTA,小计,,,,0,0,,29251,0
2020-05-25,TA,PTA,0517,逸盛石化(厂库),逸盛石化,,0,,-20,8000,0
2020-05-25,TA,PTA,小计,,,,0,0,,8000,0
2020-05-25,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2020-05-25,TA,PTA,0523,苏州港口,江阴汉邦,,0,,0,5352,0
2020-05-25,TA,PTA,,,逸盛大化,,0,,,4734,0
2020-05-25,TA,PTA,小计,,,,0,0,,10086,0
2020-05-25,TA,PTA,0524,恒力石化（厂库）,恒力石化,,0,,0,8000,0
2020-05-25,TA,PTA,小计,,,,0,0,,8000,0
2020-05-25,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,8000,0
2020-05-25,TA,PTA,小计,,,,0,0,,8000,0
2020-05-25,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,3204,0
2020-05-25,TA,PTA,小计,,,,0,396,,3204,0
2020-05-25,TA,PTA,0530,华润化学,恒力石化,,0,,0,1002,0
2020-05-25,TA,PTA,,,江阴汉邦,,0,,,1420,0
2020-05-25,TA,PTA,小计,,,,0,0,,2422,0
2020-05-25,TA,PTA,0531,嘉兴海陆,福海创,,0,,0,216,0
2020-05-25,TA,PTA,,,海南逸盛,,0,,,3504,0
2020-05-25,TA,PTA,,,恒力石化,,0,,,1530,0
2020-05-25,TA,PTA,,,逸盛大化,,0,,,1716,0
2020-05-25,TA,PTA,小计,,,,0,108,,6966,0
2020-05-25,TA,PTA,0532,建发物流,海南逸盛,,0,,0,1731,0
2020-05-25,TA,PTA,,,恒力石化,,0,,,20265,0
2020-05-25,TA,PTA,,,逸盛大化,,0,,,416,0
2020-05-25,TA,PTA,小计,,,,0,1473,,22412,0
2020-05-25,TA,PTA,0533,嘉港物流,福海创,,0,,0,1500,0
2020-05-25,TA,PTA,,,海南逸盛,,0,,,4104,0
2020-05-25,TA,PTA,,,恒力石化,,0,,,2400,0
2020-05-25,TA,PTA,小计,,,,0,0,,8004,0
2020-05-25,TA,PTA,0534,福建金纶,福海创,,0,,0,6780,0
2020-05-25,TA,PTA,小计,,,,0,0,,6780,0
2020-05-25,TA,PTA,0535,福化工贸(厂库),,,0,,0,0,0
2020-05-25,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2020-05-25,TA,PTA,总计,,,,200,8610,,234767,0
2020-05-26,TA,PTA,0314,江阴协丰,虹港石化,,0,,0,50,0
2020-05-26,TA,PTA,,,江阴汉邦,,0,,,3465,0
2020-05-26,TA,PTA,小计,,,,0,0,,3515,0
2020-05-26,TA,PTA,0503,太仓新港,恒力石化,,0,,0,13218,0
2020-05-26,TA,PTA,,,逸盛大化,,0,,,2820,0
2020-05-26,TA,PTA,小计,,,,0,1003,,16038,0
2020-05-26,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,1408,0
2020-05-26,TA,PTA,,,江阴汉邦,,0,,,3786,0
2020-05-26,TA,PTA,,,逸盛大化,,0,,,4408,0
2020-05-26,TA,PTA,小计,,,,0,0,,9602,0
2020-05-26,TA,PTA,0505,杭州临港物流,恒力石化,,0,,0,5565,0
2020-05-26,TA,PTA,,,利万新材料,,0,,,2541,0
2020-05-26,TA,PTA,,,逸盛大化,,0,,,798,0
2020-05-26,TA,PTA,小计,,,,0,1601,,8904,0
2020-05-26,TA,PTA,0506,宁波高新,利万新材料,,-407,,-20,0,0
2020-05-26,TA,PTA,,,宁波台化,,0,,,198,0
2020-05-26,TA,PTA,小计,,,,-407,110,,198,0
2020-05-26,TA,PTA,0508,平湖华瑞,福海创,,0,,0,5580,0
2020-05-26,TA,PTA,,,海南逸盛,,0,,,5244,0
2020-05-26,TA,PTA,,,恒力石化,,402,,,17214,0
2020-05-26,TA,PTA,,,亚东石化,,0,,,408,0
2020-05-26,TA,PTA,,,逸盛大化,,0,,,5638,0
2020-05-26,TA,PTA,小计,,,,402,3453,,34084,0
2020-05-26,TA,PTA,0509,张家港港务,,,0,,0,0,0
2020-05-26,TA,PTA,0513,嘉兴石化,嘉兴石化,,0,,0,4950,0
2020-05-26,TA,PTA,小计,,,,0,0,,4950,0
2020-05-26,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,42000,0
2020-05-26,TA,PTA,小计,,,,0,0,,42000,0
2020-05-26,TA,PTA,0515,海伦石化,海伦石化,,0,,0,990,0
2020-05-26,TA,PTA,,,江阴汉邦,,0,,,1356,0
2020-05-26,TA,PTA,小计,,,,0,864,,2346,0
2020-05-26,TA,PTA,0516,张家港外服,恒力石化,,0,,0,5500,0
2020-05-26,TA,PTA,,,江阴汉邦,,0,,,8520,0
2020-05-26,TA,PTA,,,蓬威石化,,0,,,729,0
2020-05-26,TA,PTA,,,逸盛大化,,0,,,14502,0
2020-05-26,TA,PTA,小计,,,,0,198,,29251,0
2020-05-26,TA,PTA,0517,逸盛石化(厂库),逸盛石化,,0,,-20,8000,0
2020-05-26,TA,PTA,小计,,,,0,0,,8000,0
2020-05-26,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2020-05-26,TA,PTA,0523,苏州港口,江阴汉邦,,0,,0,5352,0
2020-05-26,TA,PTA,,,逸盛大化,,0,,,4734,0
2020-05-26,TA,PTA,小计,,,,0,0,,10086,0
2020-05-26,TA,PTA,0524,恒力石化（厂库）,恒力石化,,0,,0,8000,0
2020-05-26,TA,PTA,小计,,,,0,0,,8000,0
2020-05-26,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,8000,0
2020-05-26,TA,PTA,小计,,,,0,0,,8000,0
2020-05-26,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,3204,0
2020-05-26,TA,PTA,小计,,,,0,396,,3204,0
2020-05-26,TA,PTA,0530,华润化学,恒力石化,,0,,0,1002,0
2020-05-26,TA,PTA,,,江阴汉邦,,0,,,1420,0
2020-05-26,TA,PTA,小计,,,,0,0,,2422,0
2020-05-26,TA,PTA,0531,嘉兴海陆,福海创,,0,,0,216,0
2020-05-26,TA,PTA,,,海南逸盛,,0,,,3504,0
2020-05-26,TA,PTA,,,恒力石化,,0,,,1530,0
2020-05-26,TA,PTA,,,逸盛大化,,0,,,1716,0
2020-05-26,TA,PTA,小计,,,,0,108,,6966,0
2020-05-26,TA,PTA,0532,建发物流,海南逸盛,,0,,0,1731,0
2020-05-26,TA,PTA,,,恒力石化,,0,,,20265,0
2020-05-26,TA,PTA,,,逸盛大化,,0,,,416,0
2020-05-26,TA,PTA,小计,,,,0,1473,,22412,0
2020-05-26,TA,PTA,0533,嘉港物流,福海创,,0,,0,1500,0
2020-05-26,TA,PTA,,,海南逸盛,,0,,,4104,0
2020-05-26,TA,PTA,,,恒力石化,,0,,,2400,0
2020-05-26,TA,PTA,小计,,,,0,0,,8004,0
2020-05-26,TA,PTA,0534,福建金纶,福海创,,-800,,0,5980,0
2020-05-26,TA,PTA,小计,,,,-800,0,,5980,0
2020-05-26,TA,PTA,0535,福化工贸(厂库),,,0,,0,0,0
2020-05-26,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2020-05-26,TA,PTA,总计,,,,-805,9206,,233962,0
2020-05-27,TA,PTA,0314,江阴协丰,虹港石化,,0,,0,50,0
2020-05-27,TA,PTA,,,江阴汉邦,,0,,,3465,0
2020-05-27,TA,PTA,小计,,,,0,0,,3515,0
2020-05-27,TA,PTA,0503,太仓新港,恒力石化,,0,,0,13218,0
2020-05-27,TA,PTA,,,逸盛大化,,0,,,2820,0
2020-05-27,TA,PTA,小计,,,,0,1003,,16038,0
2020-05-27,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,1408,0
2020-05-27,TA,PTA,,,江阴汉邦,,0,,,3786,0
2020-05-27,TA,PTA,,,逸盛大化,,0,,,4408,0
2020-05-27,TA,PTA,小计,,,,0,0,,9602,0
2020-05-27,TA,PTA,0505,杭州临港物流,恒力石化,,0,,0,5565,0
2020-05-27,TA,PTA,,,利万新材料,,0,,,2541,0
2020-05-27,TA,PTA,,,逸盛大化,,0,,,798,0
2020-05-27,TA,PTA,小计,,,,0,1601,,8904,0
2020-05-27,TA,PTA,0506,宁波高新,宁波台化,,0,,-20,198,0
2020-05-27,TA,PTA,小计,,,,0,110,,198,0
2020-05-27,TA,PTA,0508,平湖华瑞,福海创,,0,,0,5580,0
2020-05-27,TA,PTA,,,海南逸盛,,0,,,5244,0
2020-05-27,TA,PTA,,,恒力石化,,201,,,17415,0
2020-05-27,TA,PTA,,,亚东石化,,0,,,408,0
2020-05-27,TA,PTA,,,逸盛大化,,0,,,5638,0
2020-05-27,TA,PTA,小计,,,,201,3252,,34285,0
2020-05-27,TA,PTA,0509,张家港港务,,,0,,0,0,0
2020-05-27,TA,PTA,0513,嘉兴石化,嘉兴石化,,0,,0,4950,0
2020-05-27,TA,PTA,小计,,,,0,0,,4950,0
2020-05-27,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,42000,0
2020-05-27,TA,PTA,小计,,,,0,0,,42000,0
2020-05-27,TA,PTA,0515,海伦石化,海伦石化,,0,,0,990,0
2020-05-27,TA,PTA,,,江阴汉邦,,0,,,1356,0
2020-05-27,TA,PTA,小计,,,,0,864,,2346,0
2020-05-27,TA,PTA,0516,张家港外服,恒力石化,,198,,0,5698,0
2020-05-27,TA,PTA,,,江阴汉邦,,0,,,8520,0
2020-05-27,TA,PTA,,,蓬威石化,,0,,,729,0
2020-05-27,TA,PTA,,,逸盛大化,,0,,,14502,0
2020-05-27,TA,PTA,小计,,,,198,0,,29449,0
2020-05-27,TA,PTA,0517,逸盛石化(厂库),逸盛石化,,0,,-20,8000,0
2020-05-27,TA,PTA,小计,,,,0,0,,8000,0
2020-05-27,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2020-05-27,TA,PTA,0523,苏州港口,江阴汉邦,,0,,0,5352,0
2020-05-27,TA,PTA,,,逸盛大化,,0,,,4734,0
2020-05-27,TA,PTA,小计,,,,0,0,,10086,0
2020-05-27,TA,PTA,0524,恒力石化（厂库）,恒力石化,,0,,0,8000,0
2020-05-27,TA,PTA,小计,,,,0,0,,8000,0
2020-05-27,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,8000,0
2020-05-27,TA,PTA,小计,,,,0,0,,8000,0
2020-05-27,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,3204,0
2020-05-27,TA,PTA,小计,,,,0,396,,3204,0
2020-05-27,TA,PTA,0530,华润化学,恒力石化,,0,,0,1002,0
2020-05-27,TA,PTA,,,江阴汉邦,,0,,,1420,0
2020-05-27,TA,PTA,小计,,,,0,0,,2422,0
2020-05-27,TA,PTA,0531,嘉兴海陆,福海创,,0,,0,216,0
2020-05-27,TA,PTA,,,海南逸盛,,0,,,3504,0
2020-05-27,TA,PTA,,,恒力石化,,0,,,1530,0
2020-05-27,TA,PTA,,,逸盛大化,,0,,,1716,0
2020-05-27,TA,PTA,小计,,,,0,108,,6966,0
2020-05-27,TA,PTA,0532,建发物流,海南逸盛,,0,,0,1731,0
2020-05-27,TA,PTA,,,恒力石化,,0,,,20265,0
2020-05-27,TA,PTA,,,逸盛大化,,0,,,416,0
2020-05-27,TA,PTA,小计,,,,0,1473,,22412,0
2020-05-27,TA,PTA,0533,嘉港物流,福海创,,0,,0,1500,0
2020-05-27,TA,PTA,,,海南逸盛,,0,,,4104,0
2020-05-27,TA,PTA,,,恒力石化,,0,,,2400,0
2020-05-27,TA,PTA,小计,,,,0,0,,8004,0
2020-05-27,TA,PTA,0534,福建金纶,福海创,,0,,0,5980,0
2020-05-27,TA,PTA,小计,,,,0,0,,5980,0
2020-05-27,TA,PTA,0535,福化工贸(厂库),,,0,,0,0,0
2020-05-27,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2020-05-27,TA,PTA,总计,,,,399,8807,,234361,0
2020-05-28,TA,PTA,0314,江阴协丰,虹港石化,,0,,0,50,0
2020-05-28,TA,PTA,,,江阴汉邦,,0,,,3465,0
2020-05-28,TA,PTA,小计,,,,0,0,,3515,0
2020-05-28,TA,PTA,0503,太仓新港,恒力石化,,0,,0,13218,0
2020-05-28,TA,PTA,,,逸盛大化,,0,,,2820,0
2020-05-28,TA,PTA,小计,,,,0,1003,,16038,0
2020-05-28,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,1408,0
2020-05-28,TA,PTA,,,江阴汉邦,,0,,,3786,0
2020-05-28,TA,PTA,,,逸盛大化,,0,,,4408,0
2020-05-28,TA,PTA,小计,,,,0,0,,9602,0
2020-05-28,TA,PTA,0505,杭州临港物流,恒力石化,,300,,0,5865,0
2020-05-28,TA,PTA,,,利万新材料,,0,,,2541,0
2020-05-28,TA,PTA,,,逸盛大化,,0,,,798,0
2020-05-28,TA,PTA,小计,,,,300,1301,,9204,0
2020-05-28,TA,PTA,0506,宁波高新,宁波台化,,0,,-20,198,0
2020-05-28,TA,PTA,小计,,,,0,110,,198,0
2020-05-28,TA,PTA,0508,平湖华瑞,福海创,,0,,0,5580,0
2020-05-28,TA,PTA,,,海南逸盛,,0,,,5244,0
2020-05-28,TA,PTA,,,恒力石化,,1002,,,18417,0
2020-05-28,TA,PTA,,,亚东石化,,0,,,408,0
2020-05-28,TA,PTA,,,逸盛大化,,0,,,5638,0
2020-05-28,TA,PTA,小计,,,,1002,2250,,35287,0
2020-05-28,TA,PTA,0509,张家港港务,,,0,,0,0,0
2020-05-28,TA,PTA,0513,嘉兴石化,嘉兴石化,,0,,0,4950,0
2020-05-28,TA,PTA,小计,,,,0,0,,4950,0
2020-05-28,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,42000,0
2020-05-28,TA,PTA,小计,,,,0,0,,42000,0
2020-05-28,TA,PTA,0515,海伦石化,海伦石化,,0,,0,990,0
2020-05-28,TA,PTA,,,江阴汉邦,,432,,,1788,0
2020-05-28,TA,PTA,小计,,,,432,432,,2778,0
2020-05-28,TA,PTA,0516,张家港外服,恒力石化,,0,,0,5698,0
2020-05-28,TA,PTA,,,江阴汉邦,,0,,,8520,0
2020-05-28,TA,PTA,,,蓬威石化,,0,,,729,0
2020-05-28,TA,PTA,,,逸盛大化,,0,,,14502,0
2020-05-28,TA,PTA,小计,,,,0,1500,,29449,0
2020-05-28,TA,PTA,0517,逸盛石化(厂库),逸盛石化,,0,,-20,8000,0
2020-05-28,TA,PTA,小计,,,,0,0,,8000,0
2020-05-28,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2020-05-28,TA,PTA,0523,苏州港口,江阴汉邦,,0,,0,5352,0
2020-05-28,TA,PTA,,,逸盛大化,,0,,,4734,0
2020-05-28,TA,PTA,小计,,,,0,0,,10086,0
2020-05-28,TA,PTA,0524,恒力石化（厂库）,恒力石化,,0,,0,8000,0
2020-05-28,TA,PTA,小计,,,,0,0,,8000,0
2020-05-28,TA,PTA,0525,逸盛大化（厂库）,逸盛大化,,0,,0,8000,0
2020-05-28,TA,PTA,小计,,,,0,0,,8000,0
2020-05-28,TA,PTA,0527,江苏国望,逸盛大化,,0,,0,3204,0
2020-05-28,TA,PTA,小计,,,,0,396,,3204,0
2020-05-28,TA,PTA,0530,华润化学,恒力石化,,-1002,,0,0,0
2020-05-28,TA,PTA,,,江阴汉邦,,-1000,,,420,0
2020-05-28,TA,PTA,小计,,,,-2002,0,,420,0
2020-05-28,TA,PTA,0531,嘉兴海陆,福海创,,0,,0,216,0
2020-05-28,TA,PTA,,,海南逸盛,,0,,,3504,0
2020-05-28,TA,PTA,,,恒力石化,,0,,,1530,0
2020-05-28,TA,PTA,,,逸盛大化,,0,,,1716,0
2020-05-28,TA,PTA,小计,,,,0,108,,6966,0
2020-05-28,TA,PTA,0532,建发物流,海南逸盛,,0,,0,1731,0
2020-05-28,TA,PTA,,,恒力石化,,0,,,20265,0
2020-05-28,TA,PTA,,,逸盛大化,,0,,,416,0
2020-05-28,TA,PTA,小计,,,,0,1473,,22412,0
2020-05-28,TA,PTA,0533,嘉港物流,福海创,,0,,0,1500,0
2020-05-28,TA,PTA,,,海南逸盛,,0,,,4104,0
2020-05-28,TA,PTA,,,恒力石化,,0,,,2400,0
2020-05-28,TA,PTA,小计,,,,0,0,,8004,0
2020-05-28,TA,PTA,0534,福建金纶,福海创,,-2000,,0,3980,0
2020-05-28,TA,PTA,小计,,,,-2000,0,,3980,0
2020-05-28,TA,PTA,0535,福化工贸(厂库),,,0,,0,0,0
2020-05-28,TA,PTA,0536,珠海碧辟（厂库）,,,0,,0,0,0
2020-05-28,TA,PTA,总计,,,,-2268,8573,,232093,0
2020-05-29,TA,PTA,0314,江阴协丰,虹港石化,,0,,0,50,0
2020-05-29,TA,PTA,,,江阴汉邦,,0,,,3465,0
2020-05-29,TA,PTA,小计,,,,0,0,,3515,0
2020-05-29,TA,PTA,0503,太仓新港,恒力石化,,0,,0,13218,0
2020-05-29,TA,PTA,,,逸盛大化,,0,,,2820,0
2020-05-29,TA,PTA,小计,,,,0,1003,,16038,0
2020-05-29,TA,PTA,0504,张家港华瑞,恒力石化,,0,,0,1408,0
2020-05-29,TA,PTA,,,江阴汉邦,,0,,,3786,0
2020-05-29,TA,PTA,,,逸盛大化,,0,,,4408,0
2020-05-29,TA,PTA,小计,,,,0,0,,9602,0
2020-05-29,TA,PTA,0505,杭州临港物流,恒力石化,,0,,0,5865,0
2020-05-29,TA,PTA,,,利万新材料,,0,,,2541,0
2020-05-29,TA,PTA,,,逸盛大化,,0,,,798,0
2020-05-29,TA,PTA,小计,,,,0,1301,,9204,0
2020-05-29,TA,PTA,0506,宁波高新,宁波台化,,0,,-20,198,0
2020-05-29,TA,PTA,小计,,,,0,110,,198,0
2020-05-29,TA,PTA,0508,平湖华瑞,福海创,,0,,0,5580,0
2020-05-29,TA,PTA,,,海南逸盛,,0,,,5244,0
2020-05-29,TA,PTA,,,恒力石化,,0,,,18417,0
2020-05-29,TA,PTA,,,亚东石化,,0,,,408,0
2020-05-29,TA,PTA,,,逸盛大化,,0,,,5638,0
2020-05-29,TA,PTA,小计,,,,0,2250,,35287,0
2020-05-29,TA,PTA,0509,张家港港务,,,0,,0,0,0
2020-05-29,TA,PTA,0513,嘉兴石化,嘉兴石化,,0,,0,4950,0
2020-05-29,TA,PTA,小计,,,,0,0,,4950,0
2020-05-29,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,42000,0
2020-05-29,TA,PTA,小计,,,,0,0,,42000,0
2020-05-29,TA,PTA,0515,海伦石化,海伦石化,,0,,0,990,0
2020-05-29,TA,PTA,,,江阴汉邦,,0,,,1788,0
