date,var,source_key,仓库编号,仓库简称,品牌,仓单数量,当日增减,有效预报,升贴水,仓单数量(完税),仓单数量(保税)
2019-05-20,TA,PTA,0508,平湖华瑞,恒力石化,,-198,,0,1804,0
2019-05-20,TA,PTA,,,佳龙石化,,0,,,2943,0
2019-05-20,TA,PTA,,,逸盛大化,,0,,,1184,0
2019-05-20,TA,PTA,小计,,,,-198,9,,5931,0
2019-05-20,TA,PTA,0509,张家港港务,蓬威石化,,0,,0,216,0
2019-05-20,TA,PTA,,,逸盛大化,,0,,,1020,0
2019-05-20,TA,PTA,小计,,,,0,0,,1236,0
2019-05-20,TA,PTA,0513,嘉兴石化,嘉兴石化,,-792,,0,6808,0
2019-05-20,TA,PTA,小计,,,,-792,0,,6808,0
2019-05-20,TA,PTA,0514,江苏恒科,恒力石化,,0,,0,12224,0
2019-05-20,TA,PTA,小计,,,,0,716,,12224,0
2019-05-20,TA,PTA,0515,海伦石化,海伦石化,,0,,0,627,0
2019-05-20,TA,PTA,,,江阴汉邦,,0,,,2929,0
2019-05-20,TA,PTA,小计,,,,0,0,,3556,0
2019-05-20,TA,PTA,0516,张家港外服,江阴汉邦,,0,,0,7229,0
2019-05-20,TA,PTA,,,蓬威石化,,0,,,5631,0
2019-05-20,TA,PTA,,,逸盛大化,,0,,,3038,0
2019-05-20,TA,PTA,小计,,,,0,0,,15898,0
2019-05-20,TA,PTA,0517,逸盛石化(厂库),,,0,,-20,0,0
2019-05-20,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2019-05-20,TA,PTA,0523,苏州港口,蓬威石化,,0,,0,798,0
2019-05-20,TA,PTA,小计,,,,0,0,,798,0
2019-05-20,TA,PTA,0524,恒力石化（厂库）,恒力石化,,0,,0,4094,0
2019-05-20,TA,PTA,小计,,,,0,0,,4094,0
2019-05-20,TA,PTA,0525,逸盛大化（厂库）,,,0,,0,0,0
2019-05-20,TA,PTA,0527,江苏国望,恒力石化,,0,,0,600,0
2019-05-20,TA,PTA,小计,,,,0,402,,600,0
2019-05-20,TA,PTA,0530,华润化学,江阴汉邦,,0,,0,1170,0
2019-05-20,TA,PTA,,,逸盛大化,,0,,,9,0
2019-05-20,TA,PTA,小计,,,,0,0,,1179,0
2019-05-20,TA,PTA,0531,嘉兴海陆,逸盛大化,,-2,,0,2144,0
2019-05-20,TA,PTA,小计,,,,-2,90,,2144,0
2019-05-20,TA,PTA,0532,建发物流,恒力石化,,0,,0,200,0
2019-05-20,TA,PTA,,,逸盛大化,,0,,,200,0
2019-05-20,TA,PTA,小计,,,,0,0,,400,0
2019-05-20,TA,PTA,0533,嘉港物流,逸盛大化,,0,,0,91,0
2019-05-20,TA,PTA,小计,,,,0,0,,91,0
2019-05-20,TA,PTA,0534,福建金纶,福海创,,-102,,0,9492,0
2019-05-20,TA,PTA,,,佳龙石化,,0,,,396,0
2019-05-20,TA,PTA,小计,,,,-102,0,,9888,0
2019-05-20,TA,PTA,总计,,,,-1094,1217,,69180,0
2019-05-21,TA,PTA,0314,江苏协丰,,,0,,0,0,0
2019-05-21,TA,PTA,0503,太仓新港,恒力石化,,0,,0,198,0
2019-05-21,TA,PTA,小计,,,,0,0,,198,0
2019-05-21,TA,PTA,0504,张家港华瑞,江阴汉邦,,0,,0,2805,0
2019-05-21,TA,PTA,,,逸盛大化,,0,,,729,0
2019-05-21,TA,PTA,小计,,,,0,0,,3534,0
2019-05-21,TA,PTA,0505,杭州临港物流,利万聚酯,,0,,0,191,0
2019-05-21,TA,PTA,小计,,,,0,0,,191,0
2019-05-21,TA,PTA,0506,宁波高新,利万聚酯,,0,,-20,410,0
2019-05-21,TA,PTA,小计,,,,0,0,,410,0
2019-05-21,TA,PTA,0508,平湖华瑞,恒力石化,,0,,0,1804,0
2019-05-21,TA,PTA,,,佳龙石化,,0,,,2943,0
2019-05-21,TA,PTA,,,逸盛大化,,0,,,1184,0
2019-05-21,TA,PTA,小计,,,,0,9,,5931,0
2019-05-21,TA,PTA,0509,张家港港务,蓬威石化,,0,,0,216,0
2019-05-21,TA,PTA,,,逸盛大化,,0,,,1020,0
2019-05-21,TA,PTA,小计,,,,0,0,,1236,0
2019-05-21,TA,PTA,0513,嘉兴石化,嘉兴石化,,0,,0,6808,0
2019-05-21,TA,PTA,小计,,,,0,0,,6808,0
2019-05-21,TA,PTA,0514,江苏恒科,恒力石化,,-96,,0,12128,0
2019-05-21,TA,PTA,小计,,,,-96,716,,12128,0
2019-05-21,TA,PTA,0515,海伦石化,海伦石化,,0,,0,627,0
2019-05-21,TA,PTA,,,江阴汉邦,,0,,,2929,0
2019-05-21,TA,PTA,小计,,,,0,0,,3556,0
2019-05-21,TA,PTA,0516,张家港外服,江阴汉邦,,0,,0,7229,0
2019-05-21,TA,PTA,,,蓬威石化,,-12,,,5619,0
2019-05-21,TA,PTA,,,逸盛大化,,-24,,,3014,0
2019-05-21,TA,PTA,小计,,,,-36,0,,15862,0
2019-05-21,TA,PTA,0517,逸盛石化(厂库),,,0,,-20,0,0
2019-05-21,TA,PTA,0519,荣盛石化,,,0,,0,0,0
2019-05-21,TA,PTA,0523,苏州港口,蓬威石化,,0,,0,798,0
2019-05-21,TA,PTA,小计,,,,0,0,,798,0
2019-05-21,TA,PTA,0524,恒力石化（厂库）,恒力石化,,0,,0,4094,0
