date,var,仓库编号,仓库简称,类别,仓单数量,当日增减,有效预报,升贴水,提货点,产地
2022-06-21,RM,1006,中粮黄冈,,0,0,,0,,
2022-06-21,RM,1008,中粮荆州,,0,0,,0,,
2022-06-21,RM,1012,中纺湛江,,0,0,,-50,,
2022-06-21,RM,1013,中粮钦州,,0,0,,-100,,
2022-06-21,RM,1014,厦门银祥,,900,0,,0,,
2022-06-21,RM,小计,,,900,0,0,,,
2022-06-21,RM,1015,东莞富之源,,0,0,,0,,
2022-06-21,RM,1016,大海粮油,,0,0,,-100,,
2022-06-21,RM,1018,中纺福建,,0,0,,0,,
2022-06-21,RM,1019,枫叶粮油,,677,0,,-100,,
2022-06-21,RM,小计,,,677,0,0,,,
2022-06-21,RM,1021,厦门中禾,,0,0,,0,,
2022-06-21,RM,1022,邦基东莞,,0,0,,0,,
2022-06-21,RM,1023,防城港澳加,,1203,-7,,-100,,
2022-06-21,RM,小计,,,1203,-7,0,,,
2022-06-21,RM,总计,,,2830,-7,1800,,,
2022-06-22,RM,0607,中粮祥瑞,,50,0,,0,,
2022-06-22,RM,小计,,,50,0,1800,,,
2022-06-22,RM,1002,南通粮油,,0,0,,0,,
2022-06-22,RM,1004,益海安徽,,0,0,,0,,
2022-06-22,RM,1005,中粮巢湖,,0,0,,0,,
2022-06-22,RM,1006,中粮黄冈,,0,0,,0,,
2022-06-22,RM,1008,中粮荆州,,0,0,,0,,
2022-06-22,RM,1012,中纺湛江,,0,0,,-50,,
2022-06-22,RM,1013,中粮钦州,,0,0,,-100,,
2022-06-22,RM,1014,厦门银祥,,900,0,,0,,
2022-06-22,RM,小计,,,900,0,0,,,
2022-06-22,RM,1015,东莞富之源,,0,0,,0,,
2022-06-22,RM,1016,大海粮油,,0,0,,-100,,
2022-06-22,RM,1018,中纺福建,,0,0,,0,,
2022-06-22,RM,1019,枫叶粮油,,105,-572,,-100,,
2022-06-22,RM,小计,,,105,-572,0,,,
2022-06-22,RM,1021,厦门中禾,,0,0,,0,,
2022-06-22,RM,1022,邦基东莞,,0,0,,0,,
2022-06-22,RM,1023,防城港澳加,,1196,-7,,-100,,
2022-06-22,RM,小计,,,1196,-7,0,,,
2022-06-22,RM,总计,,,2251,-579,1800,,,
2022-06-23,RM,0607,中粮祥瑞,,50,0,,0,,
2022-06-23,RM,小计,,,50,0,1800,,,
2022-06-23,RM,1002,南通粮油,,0,0,,0,,
2022-06-23,RM,1004,益海安徽,,0,0,,0,,
2022-06-23,RM,1005,中粮巢湖,,0,0,,0,,
2022-06-23,RM,1006,中粮黄冈,,0,0,,0,,
2022-06-23,RM,1008,中粮荆州,,0,0,,0,,
2022-06-23,RM,1012,中纺湛江,,0,0,,-50,,
2022-06-23,RM,1013,中粮钦州,,0,0,,-100,,
2022-06-23,RM,1014,厦门银祥,,900,0,,0,,
2022-06-23,RM,小计,,,900,0,0,,,
2022-06-23,RM,1015,东莞富之源,,0,0,,0,,
2022-06-23,RM,1016,大海粮油,,0,0,,-100,,
2022-06-23,RM,1018,中纺福建,,0,0,,0,,
2022-06-23,RM,1019,枫叶粮油,,105,0,,-100,,
2022-06-23,RM,小计,,,105,0,0,,,
2022-06-23,RM,1021,厦门中禾,,0,0,,0,,
2022-06-23,RM,1022,邦基东莞,,0,0,,0,,
2022-06-23,RM,1023,防城港澳加,,1189,-7,,-100,,
2022-06-23,RM,小计,,,1189,-7,0,,,
2022-06-23,RM,总计,,,2244,-7,1800,,,
2022-06-24,RM,0607,中粮祥瑞,,50,0,,0,,
2022-06-24,RM,小计,,,50,0,1800,,,
2022-06-24,RM,1002,南通粮油,,0,0,,0,,
2022-06-24,RM,1004,益海安徽,,0,0,,0,,
2022-06-24,RM,1005,中粮巢湖,,0,0,,0,,
2022-06-24,RM,1006,中粮黄冈,,0,0,,0,,
2022-06-24,RM,1008,中粮荆州,,0,0,,0,,
2022-06-24,RM,1012,中纺湛江,,0,0,,-50,,
2022-06-24,RM,1013,中粮钦州,,0,0,,-100,,
2022-06-24,RM,1014,厦门银祥,,900,0,,0,,
2022-06-24,RM,小计,,,900,0,0,,,
2022-06-24,RM,1015,东莞富之源,,0,0,,0,,
2022-06-24,RM,1016,大海粮油,,0,0,,-100,,
2022-06-24,RM,1018,中纺福建,,0,0,,0,,
2022-06-24,RM,1019,枫叶粮油,,5,-100,,-100,,
2022-06-24,RM,小计,,,5,-100,0,,,
2022-06-24,RM,1021,厦门中禾,,0,0,,0,,
2022-06-24,RM,1022,邦基东莞,,0,0,,0,,
2022-06-24,RM,1023,防城港澳加,,1189,0,,-100,,
2022-06-24,RM,小计,,,1189,0,0,,,
2022-06-24,RM,总计,,,2144,-100,1800,,,
2022-06-27,RM,0607,中粮祥瑞,,50,0,,0,,
2022-06-27,RM,小计,,,50,0,1880,,,
2022-06-27,RM,1002,南通粮油,,0,0,,0,,
2022-06-27,RM,1004,益海安徽,,0,0,,0,,
2022-06-27,RM,1005,中粮巢湖,,0,0,,0,,
2022-06-27,RM,1006,中粮黄冈,,0,0,,0,,
2022-06-27,RM,1008,中粮荆州,,0,0,,0,,
2022-06-27,RM,1012,中纺湛江,,0,0,,-50,,
2022-06-27,RM,1013,中粮钦州,,0,0,,-100,,
2022-06-27,RM,1014,厦门银祥,,900,0,,0,,
2022-06-27,RM,小计,,,900,0,0,,,
2022-06-27,RM,1015,东莞富之源,,0,0,,0,,
2022-06-27,RM,1016,大海粮油,,0,0,,-100,,
2022-06-27,RM,1018,中纺福建,,0,0,,0,,
2022-06-27,RM,1019,枫叶粮油,,5,0,,-100,,
2022-06-27,RM,小计,,,5,0,0,,,
2022-06-27,RM,1021,厦门中禾,,0,0,,0,,
2022-06-27,RM,1022,邦基东莞,,0,0,,0,,
2022-06-27,RM,1023,防城港澳加,,1182,-7,,-100,,
2022-06-27,RM,小计,,,1182,-7,0,,,
2022-06-27,RM,总计,,,2137,-7,1880,,,
2022-06-28,RM,0607,中粮祥瑞,,50,0,,0,,
2022-06-28,RM,小计,,,50,0,1880,,,
2022-06-28,RM,1002,南通粮油,,0,0,,0,,
2022-06-28,RM,1004,益海安徽,,0,0,,0,,
2022-06-28,RM,1005,中粮巢湖,,0,0,,0,,
2022-06-28,RM,1006,中粮黄冈,,0,0,,0,,
2022-06-28,RM,1008,中粮荆州,,0,0,,0,,
2022-06-28,RM,1012,中纺湛江,,0,0,,-50,,
2022-06-28,RM,1013,中粮钦州,,0,0,,-100,,
2022-06-28,RM,1014,厦门银祥,,900,0,,0,,
2022-06-28,RM,小计,,,900,0,0,,,
2022-06-28,RM,1015,东莞富之源,,0,0,,0,,
2022-06-28,RM,1016,大海粮油,,0,0,,-100,,
2022-06-28,RM,1018,中纺福建,,0,0,,0,,
2022-06-28,RM,1019,枫叶粮油,,0,-5,,-100,,
2022-06-28,RM,小计,,,0,-5,0,,,
2022-06-28,RM,1021,厦门中禾,,0,0,,0,,
2022-06-28,RM,1022,邦基东莞,,0,0,,0,,
2022-06-28,RM,1023,防城港澳加,,1153,-29,,-100,,
2022-06-28,RM,小计,,,1153,-29,0,,,
2022-06-28,RM,总计,,,2103,-34,1880,,,
2022-06-29,RM,0607,中粮祥瑞,,50,0,,0,,
2022-06-29,RM,小计,,,50,0,1880,,,
2022-06-29,RM,1002,南通粮油,,0,0,,0,,
2022-06-29,RM,1004,益海安徽,,0,0,,0,,
2022-06-29,RM,1005,中粮巢湖,,0,0,,0,,
2022-06-29,RM,1006,中粮黄冈,,0,0,,0,,
2022-06-29,RM,1008,中粮荆州,,0,0,,0,,
2022-06-29,RM,1012,中纺湛江,,0,0,,-50,,
2022-06-29,RM,1013,中粮钦州,,0,0,,-100,,
2022-06-29,RM,1014,厦门银祥,,900,0,,0,,
2022-06-29,RM,小计,,,900,0,0,,,
2022-06-29,RM,1015,东莞富之源,,0,0,,0,,
2022-06-29,RM,1016,大海粮油,,0,0,,-100,,
2022-06-29,RM,1018,中纺福建,,0,0,,0,,
2022-06-29,RM,1019,枫叶粮油,,0,0,,-100,,
2022-06-29,RM,1021,厦门中禾,,0,0,,0,,
2022-06-29,RM,1022,邦基东莞,,0,0,,0,,
2022-06-29,RM,1023,防城港澳加,,1118,-35,,-100,,
2022-06-29,RM,小计,,,1118,-35,0,,,
2022-06-29,RM,总计,,,2068,-35,1880,,,
2022-06-30,RM,0607,中粮祥瑞,,50,0,,0,,
2022-06-30,RM,小计,,,50,0,1880,,,
2022-06-30,RM,1002,南通粮油,,0,0,,0,,
2022-06-30,RM,1004,益海安徽,,0,0,,0,,
2022-06-30,RM,1005,中粮巢湖,,0,0,,0,,
2022-06-30,RM,1006,中粮黄冈,,0,0,,0,,
2022-06-30,RM,1008,中粮荆州,,0,0,,0,,
2022-06-30,RM,1012,中纺湛江,,0,0,,-50,,
2022-06-30,RM,1013,中粮钦州,,0,0,,-100,,
2022-06-30,RM,1014,厦门银祥,,900,0,,0,,
2022-06-30,RM,小计,,,900,0,0,,,
2022-06-30,RM,1015,东莞富之源,,0,0,,0,,
2022-06-30,RM,1016,大海粮油,,0,0,,-100,,
2022-06-30,RM,1018,中纺福建,,0,0,,0,,
2022-06-30,RM,1019,枫叶粮油,,0,0,,-100,,
2022-06-30,RM,1021,厦门中禾,,0,0,,0,,
2022-06-30,RM,1022,邦基东莞,,0,0,,0,,
2022-06-30,RM,1023,防城港澳加,,1105,-13,,-100,,
2022-06-30,RM,小计,,,1105,-13,0,,,
2022-06-30,RM,总计,,,2055,-13,1880,,,
2022-07-01,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-01,RM,小计,,,50,0,1880,,,
2022-07-01,RM,1002,南通粮油,,0,0,,0,,
2022-07-01,RM,1004,益海安徽,,0,0,,0,,
2022-07-01,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-01,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-01,RM,1008,中粮荆州,,0,0,,0,,
2022-07-01,RM,1012,中纺湛江,,0,0,,-50,,
2022-07-01,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-01,RM,1014,厦门银祥,,900,0,,0,,
2022-07-01,RM,小计,,,900,0,0,,,
2022-07-01,RM,1015,东莞富之源,,0,0,,0,,
2022-07-01,RM,1016,大海粮油,,0,0,,-100,,
2022-07-01,RM,1018,中纺福建,,0,0,,0,,
2022-07-01,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-01,RM,1021,厦门中禾,,0,0,,0,,
2022-07-01,RM,1022,邦基东莞,,0,0,,0,,
2022-07-01,RM,1023,防城港澳加,,1105,0,,-100,,
2022-07-01,RM,小计,,,1105,0,0,,,
2022-07-01,RM,总计,,,2055,0,1880,,,
2022-07-04,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-04,RM,小计,,,50,0,1880,,,
2022-07-04,RM,1002,南通粮油,,0,0,,0,,
2022-07-04,RM,1004,益海安徽,,0,0,,0,,
2022-07-04,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-04,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-04,RM,1008,中粮荆州,,0,0,,0,,
2022-07-04,RM,1012,中纺湛江,,0,0,,-50,,
2022-07-04,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-04,RM,1014,厦门银祥,,900,0,,0,,
2022-07-04,RM,小计,,,900,0,0,,,
2022-07-04,RM,1015,东莞富之源,,0,0,,0,,
2022-07-04,RM,1016,大海粮油,,0,0,,-100,,
2022-07-04,RM,1018,中纺福建,,0,0,,0,,
2022-07-04,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-04,RM,1021,厦门中禾,,0,0,,0,,
2022-07-04,RM,1022,邦基东莞,,0,0,,0,,
2022-07-04,RM,1023,防城港澳加,,1061,-44,,-100,,
2022-07-04,RM,小计,,,1061,-44,0,,,
2022-07-04,RM,总计,,,2011,-44,1880,,,
2022-07-05,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-05,RM,小计,,,50,0,1880,,,
2022-07-05,RM,1002,南通粮油,,0,0,,0,,
2022-07-05,RM,1004,益海安徽,,0,0,,0,,
2022-07-05,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-05,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-05,RM,1008,中粮荆州,,0,0,,0,,
2022-07-05,RM,1012,中纺湛江,,0,0,,-50,,
2022-07-05,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-05,RM,1014,厦门银祥,,900,0,,0,,
2022-07-05,RM,小计,,,900,0,0,,,
2022-07-05,RM,1015,东莞富之源,,0,0,,0,,
2022-07-05,RM,1016,大海粮油,,0,0,,-100,,
2022-07-05,RM,1018,中纺福建,,0,0,,0,,
2022-07-05,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-05,RM,1021,厦门中禾,,0,0,,0,,
2022-07-05,RM,1022,邦基东莞,,0,0,,0,,
2022-07-05,RM,1023,防城港澳加,,878,-183,,-100,,
2022-07-05,RM,小计,,,878,-183,0,,,
2022-07-05,RM,总计,,,1828,-183,1880,,,
2022-07-06,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-06,RM,小计,,,50,0,1880,,,
2022-07-06,RM,1002,南通粮油,,0,0,,0,,
2022-07-06,RM,1004,益海安徽,,0,0,,0,,
2022-07-06,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-06,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-06,RM,1008,中粮荆州,,0,0,,0,,
2022-07-06,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-06,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-06,RM,1014,厦门银祥,,900,0,,0,,
2022-07-06,RM,小计,,,900,0,0,,,
2022-07-06,RM,1015,东莞富之源,,0,0,,0,,
2022-07-06,RM,1016,大海粮油,,0,0,,-100,,
2022-07-06,RM,1018,中纺福建,,0,0,,0,,
2022-07-06,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-06,RM,1021,厦门中禾,,0,0,,0,,
2022-07-06,RM,1022,邦基东莞,,0,0,,0,,
2022-07-06,RM,1023,防城港澳加,,878,0,,-100,,
2022-07-06,RM,小计,,,878,0,0,,,
2022-07-06,RM,总计,,,1828,0,1880,,,
2022-07-07,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-07,RM,小计,,,50,0,1880,,,
2022-07-07,RM,1002,南通粮油,,0,0,,0,,
2022-07-07,RM,1004,益海安徽,,0,0,,0,,
2022-07-07,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-07,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-07,RM,1008,中粮荆州,,0,0,,0,,
2022-07-07,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-07,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-07,RM,1014,厦门银祥,,900,0,,0,,
2022-07-07,RM,小计,,,900,0,0,,,
2022-07-07,RM,1015,东莞富之源,,0,0,,0,,
2022-07-07,RM,1016,大海粮油,,0,0,,-100,,
2022-07-07,RM,1018,中纺福建,,0,0,,0,,
2022-07-07,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-07,RM,1021,厦门中禾,,0,0,,0,,
2022-07-07,RM,1022,邦基东莞,,0,0,,0,,
2022-07-07,RM,1023,防城港澳加,,878,0,,-100,,
2022-07-07,RM,小计,,,878,0,0,,,
2022-07-07,RM,总计,,,1828,0,1880,,,
2022-07-08,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-08,RM,小计,,,50,0,1880,,,
2022-07-08,RM,1002,南通粮油,,0,0,,0,,
2022-07-08,RM,1004,益海安徽,,0,0,,0,,
2022-07-08,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-08,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-08,RM,1008,中粮荆州,,0,0,,0,,
2022-07-08,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-08,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-08,RM,1014,厦门银祥,,900,0,,0,,
2022-07-08,RM,小计,,,900,0,0,,,
2022-07-08,RM,1015,东莞富之源,,0,0,,0,,
2022-07-08,RM,1016,大海粮油,,0,0,,-100,,
2022-07-08,RM,1018,中纺福建,,0,0,,0,,
2022-07-08,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-08,RM,1021,厦门中禾,,0,0,,0,,
2022-07-08,RM,1022,邦基东莞,,0,0,,0,,
2022-07-08,RM,1023,防城港澳加,,878,0,,-100,,
2022-07-08,RM,小计,,,878,0,0,,,
2022-07-08,RM,总计,,,1828,0,1880,,,
2022-07-11,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-11,RM,小计,,,50,0,1880,,,
2022-07-11,RM,1002,南通粮油,,0,0,,0,,
2022-07-11,RM,1004,益海安徽,,0,0,,0,,
2022-07-11,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-11,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-11,RM,1008,中粮荆州,,0,0,,0,,
2022-07-11,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-11,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-11,RM,1014,厦门银祥,,900,0,,0,,
2022-07-11,RM,小计,,,900,0,0,,,
2022-07-11,RM,1015,东莞富之源,,0,0,,0,,
2022-07-11,RM,1016,大海粮油,,0,0,,-100,,
2022-07-11,RM,1018,中纺福建,,0,0,,0,,
2022-07-11,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-11,RM,1021,厦门中禾,,0,0,,0,,
2022-07-11,RM,1022,邦基东莞,,0,0,,0,,
2022-07-11,RM,1023,防城港澳加,,864,-14,,-100,,
2022-07-11,RM,小计,,,864,-14,0,,,
2022-07-11,RM,总计,,,1814,-14,1880,,,
2022-07-12,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-12,RM,小计,,,50,0,1880,,,
2022-07-12,RM,1002,南通粮油,,0,0,,0,,
2022-07-12,RM,1004,益海安徽,,0,0,,0,,
2022-07-12,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-12,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-12,RM,1008,中粮荆州,,0,0,,0,,
2022-07-12,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-12,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-12,RM,1014,厦门银祥,,900,0,,0,,
2022-07-12,RM,小计,,,900,0,0,,,
2022-07-12,RM,1015,东莞富之源,,0,0,,0,,
2022-07-12,RM,1016,大海粮油,,0,0,,-100,,
2022-07-12,RM,1018,中纺福建,,0,0,,0,,
2022-07-12,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-12,RM,1021,厦门中禾,,0,0,,0,,
2022-07-12,RM,1022,邦基东莞,,0,0,,0,,
2022-07-12,RM,1023,防城港澳加,,291,-573,,-100,,
2022-07-12,RM,小计,,,291,-573,0,,,
2022-07-12,RM,总计,,,1241,-573,1880,,,
2022-07-13,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-13,RM,小计,,,50,0,1880,,,
2022-07-13,RM,1002,南通粮油,,0,0,,0,,
2022-07-13,RM,1004,益海安徽,,0,0,,0,,
2022-07-13,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-13,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-13,RM,1008,中粮荆州,,0,0,,0,,
2022-07-13,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-13,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-13,RM,1014,厦门银祥,,900,0,,0,,
2022-07-13,RM,小计,,,900,0,0,,,
2022-07-13,RM,1015,东莞富之源,,0,0,,0,,
2022-07-13,RM,1016,大海粮油,,0,0,,-100,,
2022-07-13,RM,1018,中纺福建,,0,0,,0,,
2022-07-13,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-13,RM,1021,厦门中禾,,0,0,,0,,
2022-07-13,RM,1022,邦基东莞,,0,0,,0,,
2022-07-13,RM,1023,防城港澳加,,291,0,,-100,,
2022-07-13,RM,小计,,,291,0,0,,,
2022-07-13,RM,总计,,,1241,0,1880,,,
2022-07-14,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-14,RM,小计,,,50,0,1880,,,
2022-07-14,RM,1002,南通粮油,,0,0,,0,,
2022-07-14,RM,1004,益海安徽,,0,0,,0,,
2022-07-14,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-14,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-14,RM,1008,中粮荆州,,0,0,,0,,
2022-07-14,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-14,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-14,RM,1014,厦门银祥,,900,0,,0,,
2022-07-14,RM,小计,,,900,0,0,,,
2022-07-14,RM,1015,东莞富之源,,0,0,,0,,
2022-07-14,RM,1016,大海粮油,,0,0,,-100,,
2022-07-14,RM,1018,中纺福建,,0,0,,0,,
2022-07-14,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-14,RM,1021,厦门中禾,,0,0,,0,,
2022-07-14,RM,1022,邦基东莞,,0,0,,0,,
2022-07-14,RM,1023,防城港澳加,,269,-22,,-100,,
2022-07-14,RM,小计,,,269,-22,0,,,
2022-07-14,RM,总计,,,1219,-22,1880,,,
2022-07-15,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-15,RM,小计,,,50,0,1880,,,
2022-07-15,RM,1002,南通粮油,,0,0,,0,,
2022-07-15,RM,1004,益海安徽,,0,0,,0,,
2022-07-15,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-15,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-15,RM,1008,中粮荆州,,0,0,,0,,
2022-07-15,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-15,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-15,RM,1014,厦门银祥,,900,0,,0,,
2022-07-15,RM,小计,,,900,0,0,,,
2022-07-15,RM,1015,东莞富之源,,0,0,,0,,
2022-07-15,RM,1016,大海粮油,,0,0,,-100,,
2022-07-15,RM,1018,中纺福建,,0,0,,0,,
2022-07-15,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-15,RM,1021,厦门中禾,,0,0,,0,,
2022-07-15,RM,1022,邦基东莞,,0,0,,0,,
2022-07-15,RM,1023,防城港澳加,,0,-269,,-100,,
2022-07-15,RM,小计,,,0,-269,0,,,
2022-07-15,RM,总计,,,950,-269,1880,,,
2022-07-18,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-18,RM,小计,,,50,0,1880,,,
2022-07-18,RM,1002,南通粮油,,0,0,,0,,
2022-07-18,RM,1004,益海安徽,,0,0,,0,,
2022-07-18,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-18,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-18,RM,1008,中粮荆州,,0,0,,0,,
2022-07-18,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-18,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-18,RM,1014,厦门银祥,,799,-101,,0,,
2022-07-18,RM,小计,,,799,-101,0,,,
2022-07-18,RM,1015,东莞富之源,,0,0,,0,,
2022-07-18,RM,1016,大海粮油,,0,0,,-100,,
2022-07-18,RM,1018,中纺福建,,0,0,,0,,
2022-07-18,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-18,RM,1021,厦门中禾,,0,0,,0,,
2022-07-18,RM,1022,邦基东莞,,0,0,,0,,
2022-07-18,RM,1023,防城港澳加,,0,0,,-100,,
2022-07-18,RM,总计,,,849,-101,1880,,,
2022-07-19,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-19,RM,小计,,,50,0,1880,,,
2022-07-19,RM,1002,南通粮油,,0,0,,0,,
2022-07-19,RM,1004,益海安徽,,0,0,,0,,
2022-07-19,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-19,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-19,RM,1008,中粮荆州,,0,0,,0,,
2022-07-19,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-19,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-19,RM,1014,厦门银祥,,430,-369,,0,,
2022-07-19,RM,小计,,,430,-369,0,,,
2022-07-19,RM,1015,东莞富之源,,0,0,,0,,
2022-07-19,RM,1016,大海粮油,,0,0,,-100,,
2022-07-19,RM,1018,中纺福建,,0,0,,0,,
2022-07-19,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-19,RM,1021,厦门中禾,,0,0,,0,,
2022-07-19,RM,1022,邦基东莞,,0,0,,0,,
2022-07-19,RM,1023,防城港澳加,,0,0,,-100,,
2022-07-19,RM,总计,,,480,-369,1880,,,
2022-07-20,RM,0607,中粮祥瑞,,50,0,,0,,
2022-07-20,RM,小计,,,50,0,1880,,,
2022-07-20,RM,1002,南通粮油,,0,0,,0,,
2022-07-20,RM,1004,益海安徽,,0,0,,0,,
2022-07-20,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-20,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-20,RM,1008,中粮荆州,,0,0,,0,,
2022-07-20,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-20,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-20,RM,1014,厦门银祥,,123,-307,,0,,
2022-07-20,RM,小计,,,123,-307,0,,,
2022-07-20,RM,1015,东莞富之源,,0,0,,0,,
2022-07-20,RM,1016,大海粮油,,0,0,,-100,,
2022-07-20,RM,1018,中纺福建,,0,0,,0,,
2022-07-20,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-20,RM,1021,厦门中禾,,0,0,,0,,
2022-07-20,RM,1022,邦基东莞,,0,0,,0,,
2022-07-20,RM,1023,防城港澳加,,0,0,,-100,,
2022-07-20,RM,总计,,,173,-307,1880,,,
2022-07-21,RM,0607,中粮祥瑞,,0,-50,,0,,
2022-07-21,RM,小计,,,0,-50,1900,,,
2022-07-21,RM,1002,南通粮油,,0,0,,0,,
2022-07-21,RM,1004,益海安徽,,0,0,,0,,
2022-07-21,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-21,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-21,RM,1008,中粮荆州,,0,0,,0,,
2022-07-21,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-21,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-21,RM,1014,厦门银祥,,0,-123,,0,,
2022-07-21,RM,小计,,,0,-123,0,,,
2022-07-21,RM,1015,东莞富之源,,0,0,,0,,
2022-07-21,RM,1016,大海粮油,,0,0,,-100,,
2022-07-21,RM,1018,中纺福建,,0,0,,0,,
2022-07-21,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-21,RM,1021,厦门中禾,,0,0,,0,,
2022-07-21,RM,1022,邦基东莞,,0,0,,0,,
2022-07-21,RM,1023,防城港澳加,,0,0,,-100,,
2022-07-21,RM,总计,,,0,-173,1900,,,
2022-07-22,RM,0607,中粮祥瑞,,0,0,,0,,
2022-07-22,RM,小计,,,0,0,1900,,,
2022-07-22,RM,1002,南通粮油,,0,0,,0,,
2022-07-22,RM,1004,益海安徽,,0,0,,0,,
2022-07-22,RM,1005,中粮巢湖,,0,0,,0,,
2022-07-22,RM,1006,中粮黄冈,,0,0,,0,,
2022-07-22,RM,1008,中粮荆州,,0,0,,0,,
2022-07-22,RM,1012,中粮湛江,,0,0,,-50,,
2022-07-22,RM,1013,中粮钦州,,0,0,,-100,,
2022-07-22,RM,1014,厦门银祥,,0,0,,0,,
2022-07-22,RM,1015,东莞富之源,,0,0,,0,,
2022-07-22,RM,1016,大海粮油,,0,0,,-100,,
2022-07-22,RM,1018,中纺福建,,0,0,,0,,
2022-07-22,RM,1019,枫叶粮油,,0,0,,-100,,
2022-07-22,RM,1021,厦门中禾,,0,0,,0,,
2022-07-22,RM,1022,邦基东莞,,0,0,,0,,
2022-07-22,RM,1023,防城港澳加,,0,0,,-100,,
