date,dom_basis,dom_basis_1st,dom_basis_2nd
2021-04-02,219.0,76.0,27.329999999999927
2021-04-09,161.32999999999993,-57.67000000000007,-133.67000000000007
2021-04-16,149.32999999999993,-12.0,45.67000000000007
2021-04-23,295.3299999999999,146.0,158.0
2021-04-30,210.0,-85.32999999999993,-231.32999999999993
2021-05-07,270.6700000000001,60.67000000000007,146.0
2021-05-14,263.3299999999999,-7.3400000000001455,-68.01000000000022
2021-05-21,76.32999999999993,-187.0,-179.65999999999985
2021-05-28,49.67000000000007,-26.659999999999854,160.34000000000015
2021-06-04,91.67000000000007,42.0,68.65999999999985
2021-06-11,67.0,-24.670000000000073,-66.67000000000007
2021-06-18,79.32999999999993,12.329999999999927,37.0
2021-06-25,7.670000000000073,-71.65999999999985,-83.98999999999978
2021-07-02,238.0,230.32999999999993,301.9899999999998
2021-07-09,112.0,-126.0,-356.3299999999999
2021-07-16,99.0,-13.0,113.0
2021-07-23,117.67000000000007,18.670000000000073,31.670000000000073
2021-07-30,118.67000000000007,1.0,-17.670000000000073
2021-08-06,56.32999999999993,-62.340000000000146,-63.340000000000146
2021-08-13,45.67000000000007,-10.659999999999854,51.68000000000029
2021-08-20,-79.0,-124.67000000000007,-114.01000000000022
2021-08-27,-178.0,-99.0,25.670000000000073
2021-09-03,-212.67000000000007,-34.67000000000007,64.32999999999993
2021-09-10,-185.32999999999993,27.340000000000146,62.01000000000022
2021-09-17,-151.0,34.32999999999993,6.989999999999782
2021-09-24,-172.32999999999993,-21.329999999999927,-55.659999999999854
2021-10-01,-180.32999999999993,-8.0,13.329999999999927
2021-10-08,-362.3299999999999,-182.0,-174.0
2021-10-15,-270.0,92.32999999999993,274.3299999999999
2021-10-22,-290.6700000000001,-20.670000000000073,-113.0
2021-10-29,-233.0,57.67000000000007,78.34000000000015
2021-11-05,-306.0,-73.0,-130.67000000000007
2021-11-12,-137.0,169.0,242.0
2021-11-19,-52.0,85.0,-84.0
2021-11-26,-68.0,-16.0,-101.0
2021-12-03,-54.0,14.0,30.0
2021-12-10,24.0,78.0,64.0
2021-12-17,80.0,56.0,-22.0
2021-12-24,97.0,17.0,-39.0
2021-12-31,81.0,-16.0,-33.0
2022-01-07,60.0,-21.0,-5.0
2022-01-14,22.0,-38.0,-17.0
2022-01-21,112.0,90.0,128.0
2022-01-28,159.0,47.0,-43.0
2022-02-11,148.0,-11.0,-58.0
2022-02-18,189.0,41.0,52.0
2022-02-25,455.0,266.0,225.0
2022-03-04,94.0,-361.0,-627.0
2022-03-11,361.0,267.0,628.0
2022-03-18,149.0,-212.0,-479.0
2022-03-25,217.0,68.0,280.0
2022-04-01,-71.5,-288.5,-356.5
2022-04-08,-167.0,-95.5,193.0
2022-04-15,-223.0,-56.0,39.5
2022-04-22,-158.0,65.0,121.0
2022-04-29,-117.0,41.0,-24.0
2022-05-06,-155.0,-38.0,-79.0
2022-05-13,-163.0,-8.0,30.0
2022-05-20,-104.0,59.0,67.0
2022-05-27,-139.0,-35.0,-94.0
2022-06-03,-93.0,46.0,81.0
2022-06-10,-45.0,48.0,2.0
2022-06-17,-100.0,-55.0,-103.0
2022-06-24,-4.0,96.0,151.0
2022-07-01,-802.0,-798.0,-894.0
2022-07-08,-693.0,109.0,907.0
2022-07-15,-690.0,3.0,-106.0
2022-07-22,-611.0,79.0,76.0
2022-07-29,-698.0,-87.0,-166.0
2022-08-05,-670.0,28.0,115.0
2022-08-12,-718.0,-48.0,-76.0
2022-08-19,-775.0,-57.0,-9.0
2022-08-26,-603.0,172.0,229.0
2022-09-02,-671.0,-68.0,-240.0
2022-09-09,-653.0,18.0,86.0
2022-09-16,-733.0,-80.0,-98.0
2022-09-23,-784.0,-51.0,29.0
2022-09-30,-917.0,-133.0,-82.0
