date,dom_basis,dom_basis_1st,dom_basis_2nd,basis_factor,basis_factor_zscore,basis_factor_zscore_近三周mean
2022-12-02,-54.0,91.5,47.82999999999993,82.76599999999999,0.85887674158968,0.1334151966872442
2022-12-09,-87.67000000000007,-33.67000000000007,-125.17000000000009,-51.97000000000008,-0.5403967984359154,0.152925710263384
2022-12-16,-29.829999999999927,57.84000000000015,91.51000000000022,64.57400000000017,0.6699473964989443,0.3156148685359633
2022-12-23,4.329999999999927,34.159999999999854,-23.68000000000029,22.591999999999828,0.2339518069211403,0.32947577988423604
2022-12-30,94.67000000000009,90.34000000000016,56.18000000000029,83.5080000000002,0.8665826328637216,0.12116746832805614
2023-01-06,-2.6700000000000728,-97.34000000000016,-187.6800000000003,-115.4080000000002,-1.1992193464716583,0.5901606120946018
2023-01-13,17.170000000000073,19.840000000000146,117.18000000000028,39.30800000000018,0.4075524518495064,-0.032894968895599064
2023-01-20,149.17000000000007,132.0,112.15999999999984,128.03199999999998,1.3289776504989437,0.024971912747189684
2023-02-03,53.71000000000004,-95.46000000000004,-227.46000000000004,-121.86000000000004,-1.2662252905418763,0.1791035852922637
2023-02-10,-8.710000000000036,-62.42000000000007,33.039999999999964,-43.32800000000008,-0.45064705127924465,0.15676827060219103
2023-02-17,-119.57000000000016,-110.86000000000011,-48.440000000000055,-98.37600000000012,-1.0223369473079897,-0.12929823044072597
2023-02-24,-19.0,100.57000000000016,211.4300000000003,122.7420000000002,1.274039422952222,-0.9130697630430372
2023-03-03,-41.32999999999993,-22.329999999999927,-122.90000000000008,-42.44399999999996,-0.4414664476589591,-0.06631485854500434
2023-03-10,-5.829999999999927,35.5,57.82999999999993,39.96599999999999,0.4143859780736527,-0.06325465733824248
2023-03-17,4.170000000000073,10.0,-25.5,2.8999999999999995,0.029444514510917574,0.4156529844556383
2023-03-24,-71.67000000000007,-75.84000000000015,-85.84000000000015,-77.84000000000015,-0.8090644632060008,0.0007880149752034805
2023-03-31,-17.0,54.67000000000007,130.51000000000022,69.83800000000011,0.7246156062921298,-0.12174465687381042
2023-04-07,34.32999999999993,51.32999999999993,-3.340000000000145,40.39599999999992,0.4188516563052383,-0.01833478080098468
2023-04-14,1.3299999999999272,-33.0,-84.32999999999993,-43.26599999999999,-0.45000316279003827,0.11146759979712222
2023-04-21,-58.0,-59.32999999999993,-26.329999999999927,-52.729999999999926,-0.5482896250777872,0.2311546999357764
2023-04-28,-6.329999999999927,51.67000000000007,111.0,63.53600000000007,0.6591674569538584,-0.19314704385419598
2023-05-05,-80.17000000000007,-73.84000000000015,-125.51000000000022,-84.17400000000016,-0.8748449420870879,-0.11304177697132263
2023-05-12,5.5,85.67000000000007,159.51000000000022,100.4380000000001,1.0424057316096633,-0.2546557034036725
2023-05-19,-6.5,-12.0,-97.67000000000009,-29.13400000000002,-0.3032381284440457,0.275576082158811
2023-05-26,-50.82999999999993,-44.32999999999993,-32.32999999999993,-41.92999999999993,-0.43612840437748124,-0.04522577964049033
2023-06-02,-71.0,-20.17000000000008,24.15999999999985,-11.304000000000093,-0.1180682613064117,0.10101306626271189
2023-06-09,-16.0,55.0,75.17000000000007,59.03400000000001,0.6124128443989709,-0.28581159804264644
